Product ID,Product Name,Category,Price,Quantity,Supplier,Supplier Contact,Items
2737,market,Women's Accessories,44.31,107,Stephens-Reed,tmccall@example.com,Leggins
7997,face,Men's Clothing,16.79,62,"Garcia, Perez and Alvarez",campbellpatricia@example.org,Leggins
2716,east,Women's Clothing,35.51,34,"Maldonado, Jones and Davis",santanamegan@example.org,Shoes
7930,include,Men's Clothing,59.44,166,"Mckay, Barrera and Barrett",carol54@example.org,Wrist Watch
9301,small,Women's Shoes,32.71,59,"Ellis, Baker and Gonzalez",rhondabutler@example.com,Pant & shirt
4313,number,Men's Clothing,78.65,164,Brewer Inc,schneidernicole@example.net,Formal Shoe
1542,successful,Women's Accessories,52.77,169,Hernandez PLC,david55@example.org,Wrist Watch
5935,off,Women's Shoes,96.38,166,Hays-Terry,heatherwebb@example.com,Leggins
8845,sport,Men's Shoes,65.08,27,David and Sons,ulee@example.net,Pant & shirt
3143,set,Men's Accessories,31.15,195,"Bruce, Ayala and Green",turnerrussell@example.com,Leggins
7483,only,Women's Accessories,79.98,11,Garcia and Sons,sergio75@example.com,Wrist Watch
1892,and,Women's Accessories,58.64,50,Warren and Sons,james84@example.com,Wrist Watch
5462,fund,Women's Clothing,83.39,199,Phillips LLC,clarkaaron@example.com,Wrist Watch
6917,then,Women's Accessories,50.48,35,King and Sons,kimberlysanders@example.net,Formal Shoe
7315,about,Women's Accessories,82.89,11,Harris-Schneider,wvazquez@example.com,Leggins
1569,behind,Women's Accessories,43.52,17,"Martin, Vega and Ward",jonathanmelendez@example.org,Leggins
1087,southern,Women's Clothing,57.55,68,"Thompson, Jackson and Short",kimberlyjackson@example.net,Wrist Watch
1345,around,Women's Accessories,13.19,13,Graham and Sons,loretta91@example.net,Leggins
9251,contain,Men's Accessories,98.9,26,Long-Mclaughlin,richard79@example.net,Wrist Watch
1697,remember,Women's Accessories,63.9,37,Rodriguez-Silva,wolfejoshua@example.org,Formal Shoe
7304,explain,Women's Accessories,76.64,133,"Espinoza, Martinez and Watkins",jenningsmorgan@example.org,Shoes
2752,government,Men's Clothing,18.24,199,Taylor LLC,kmiller@example.net,Pant & shirt
7362,suddenly,Women's Accessories,96.32,21,"Martinez, Richardson and Lewis",tlawson@example.com,Leggins
5134,nature,Men's Accessories,95.26,15,"Hernandez, Williams and Salazar",philipgraves@example.org,Pant & shirt
6572,approach,Women's Clothing,68.43,94,Howard-Hamilton,swaters@example.com,Wrist Watch
6117,may,Women's Clothing,93.84,121,Davis-Wilson,lucasjeffrey@example.com,Leggins
2348,which,Men's Shoes,85.72,122,"Pratt, Williams and Brown",qturner@example.net,Leggins
4668,whether,Men's Clothing,55.42,118,"King, Young and Jones",laura60@example.org,Bracelet
3805,blood,Women's Clothing,64.15,96,"Nelson, Cooper and Buck",acollins@example.net,Formal Shoe
6028,difference,Men's Clothing,76.71,153,"Gutierrez, Kennedy and Goodman",rnichols@example.net,Formal Shoe
7550,spend,Men's Clothing,70.58,152,Chavez-Bailey,mhooper@example.org,Wrist Watch
3025,particular,Women's Shoes,62.16,10,Fields-Taylor,dmartinez@example.org,Pant & shirt
8831,north,Men's Accessories,11.32,141,"Vargas, Johnson and Oneal",davidolson@example.com,Leggins
3644,religious,Men's Clothing,34.42,53,"Thompson, Coleman and Dunlap",garciaalyssa@example.org,Wrist Watch
6672,near,Men's Shoes,25.7,166,Perez-Olson,iturner@example.org,Bracelet
8343,may,Women's Accessories,75.63,142,"Evans, Clark and Shelton",ingramphillip@example.org,Formal Shoe
2422,food,Men's Clothing,27,108,Pineda-Rojas,rphillips@example.org,Leggins
5265,marriage,Women's Shoes,50.7,143,Griffith-Waller,youngbrittany@example.com,Formal Shoe
2464,minute,Women's Shoes,32.45,26,Lopez and Sons,hawkinsmary@example.org,Pant & shirt
7414,job,Women's Accessories,60.49,108,Burton-Donovan,kelly23@example.org,Wrist Watch
7888,tough,Men's Shoes,42.49,133,"Wong, Watson and Thompson",brianrobbins@example.net,Pant & shirt
9146,cold,Men's Shoes,75.11,43,Sanders Group,dorothy75@example.net,Leggins
7164,force,Men's Accessories,59.22,176,"Mclaughlin, Smith and Pineda",carol40@example.net,Formal Shoe
5874,final,Men's Accessories,29.45,153,"Anderson, Wilson and Watson",zcruz@example.org,Bracelet
8636,nothing,Men's Shoes,80.37,10,Richards LLC,theodorestanton@example.net,Bracelet
4913,run,Women's Clothing,95.58,37,"Larson, Hunt and Lopez",perryrobert@example.com,Shoes
9323,contain,Women's Shoes,44.66,90,"Johnson, Mccarty and Santiago",jamesbrian@example.org,Shoes
7166,child,Women's Clothing,41.11,50,"Stokes, Burns and Cooper",bernardtroy@example.net,Leggins
9684,reduce,Women's Shoes,36.6,129,"Duncan, Johnson and Mitchell",thomasthomas@example.com,Pant & shirt
3396,trade,Men's Clothing,94.28,13,"Bullock, Hernandez and Simpson",mcooper@example.com,Leggins
4984,sit,Men's Shoes,91.68,100,Gentry-White,amandaarnold@example.com,Formal Shoe
2634,hand,Men's Shoes,99.63,124,Sullivan Inc,caroline19@example.org,Formal Shoe
5463,people,Men's Accessories,61.07,53,"Schmidt, Watson and Daniels",donnawalter@example.org,Leggins
2174,stay,Men's Clothing,34.02,82,Williams-Padilla,rebeccacarpenter@example.net,Bracelet
7022,night,Women's Shoes,64.61,179,Miller-Robinson,kelly31@example.org,Leggins
1395,support,Women's Accessories,73.04,133,Elliott-Smith,clementsbrooke@example.com,Formal Shoe
3330,evidence,Women's Shoes,56.73,90,Morton Group,veronica90@example.com,Bracelet
5632,study,Women's Shoes,62.56,108,Valdez-Frazier,penningtonandrew@example.com,Wrist Watch
3031,police,Women's Accessories,59.15,62,Raymond-Davis,barbarahernandez@example.org,Bracelet
1206,will,Women's Clothing,13.71,175,"May, Brown and Alvarez",robert52@example.org,Bracelet
4967,friend,Men's Clothing,36.48,141,Johnson Ltd,calvincuevas@example.org,Bracelet
3844,player,Women's Clothing,97.04,160,"Coleman, Baker and Long",cferguson@example.com,Pant & shirt
4148,stage,Women's Shoes,43.68,93,"Kramer, Gonzales and Cross",emarsh@example.net,Shoes
1902,wall,Women's Clothing,18.72,140,"Jenkins, Riley and Foster",bryanwilliams@example.net,Shoes
9439,memory,Women's Accessories,60.92,134,"Vaughn, Pacheco and Smith",amanda00@example.com,Wrist Watch
6612,peace,Men's Shoes,96.34,122,"Williams, Gardner and Buchanan",youngkara@example.org,Wrist Watch
2216,against,Men's Shoes,39.26,95,Barton-Fernandez,igonzalez@example.net,Leggins
8779,phone,Women's Clothing,73.33,158,Campbell-Mitchell,kayladickerson@example.com,Shoes
8290,low,Women's Clothing,90.56,24,Mercer PLC,whughes@example.com,Leggins
9741,on,Men's Clothing,57.54,156,Graham PLC,timothy05@example.org,Pant & shirt
3271,score,Men's Clothing,50.79,20,Barnes Group,gallegosbeth@example.net,Wrist Watch
2080,growth,Women's Shoes,71.19,67,"Stewart, Lopez and Hill",vjackson@example.org,Leggins
3315,term,Women's Clothing,61.84,109,Clark PLC,michaelrodriguez@example.net,Bracelet
4303,easy,Men's Clothing,47.59,197,"Black, Ryan and Galloway",chelsearamos@example.net,Bracelet
5791,well,Men's Clothing,68.48,29,"Alvarado, Harper and Brown",cooperlaura@example.net,Leggins
4925,choose,Men's Shoes,82.28,64,Chaney-Walton,davidgarner@example.org,Pant & shirt
7798,magazine,Women's Accessories,11.35,74,"Edwards, Sanders and Payne",laura98@example.com,Formal Shoe
5206,identify,Women's Accessories,90.91,117,Pham-Watts,tiffanylowery@example.net,Wrist Watch
4591,both,Men's Shoes,38.11,40,"Carter, Hawkins and Vincent",david27@example.net,Leggins
5508,always,Women's Shoes,53.93,53,Houston and Sons,martinpamela@example.com,Bracelet
9399,special,Men's Shoes,84.23,51,Alexander-Leon,yrivera@example.com,Wrist Watch
6341,window,Men's Accessories,15.61,110,Montoya-Rocha,meganmalone@example.com,Pant & shirt
9886,eye,Men's Shoes,39.72,71,Davis Inc,dpierce@example.com,Shoes
4571,recognize,Women's Shoes,59.8,51,"Buchanan, Hill and Pena",nflores@example.net,Wrist Watch
5194,window,Women's Accessories,21.64,145,Harris PLC,theodorewallace@example.com,Wrist Watch
9931,our,Men's Accessories,63.28,193,"Taylor, Russell and Moore",weekslaura@example.com,Shoes
5761,herself,Men's Shoes,81.46,53,"Wyatt, Smith and Harrell",melaniewallace@example.net,Formal Shoe
8038,reason,Women's Shoes,57.85,77,"Preston, Ashley and Smith",kevinweeks@example.com,Wrist Watch
7571,add,Men's Shoes,60.51,63,Walsh-Adams,brandon61@example.com,Shoes
4051,leader,Women's Accessories,62.62,11,"Evans, Johnston and Gould",timothy67@example.com,Wrist Watch
3351,factor,Women's Clothing,92.25,73,Fleming and Sons,jacksonnicole@example.com,Pant & shirt
1503,or,Men's Shoes,27.33,104,"Yang, Massey and Ibarra",macdonalddenise@example.net,Wrist Watch
5253,person,Women's Accessories,25.9,125,"Clark, Ellis and Marsh",kevin64@example.com,Shoes
2708,nation,Men's Clothing,30.68,173,"Crane, Houston and Curry",hansongabrielle@example.org,Pant & shirt
4970,up,Men's Accessories,28.91,14,"Harvey, Edwards and Jones",shawnnorton@example.org,Shoes
4600,even,Men's Clothing,57.38,104,Perkins Group,arianalong@example.net,Pant & shirt
4487,wait,Men's Clothing,85.35,41,Collins Inc,umoreno@example.com,Wrist Watch
2473,car,Men's Clothing,54.08,75,"Martinez, Mata and Jackson",dfarmer@example.net,Wrist Watch
4835,involve,Men's Accessories,85.71,196,Wiley-Casey,reginarasmussen@example.com,Wrist Watch
4782,him,Women's Shoes,53.39,40,Hicks-Rodriguez,ublack@example.com,Bracelet
8473,group,Men's Accessories,53.47,77,Gonzalez-Davis,jenningsashley@example.net,Bracelet
1465,though,Women's Shoes,51.04,142,"Hill, White and Landry",gatesrussell@example.com,Wrist Watch
7828,condition,Men's Clothing,68.31,23,Campbell Inc,nicholasmcmillan@example.org,Shoes
7472,chance,Men's Shoes,18.19,153,Thomas Ltd,fergusonsteven@example.org,Pant & shirt
8610,similar,Women's Shoes,71.11,84,"Mcclain, Bryant and Brown",jenniferortiz@example.org,Bracelet
2643,child,Men's Shoes,74.54,25,"Brown, Harper and Martinez",kcole@example.org,Pant & shirt
3803,teach,Men's Accessories,85.78,149,Thomas-Harrington,ibarnes@example.com,Leggins
5387,small,Women's Shoes,26.26,185,Miller Ltd,thompsonpatricia@example.com,Bracelet
4556,TRUE,Men's Shoes,34.73,154,"Horton, Scott and Copeland",steeleheather@example.com,Shoes
6172,pick,Men's Clothing,12.84,193,Spencer Inc,imendez@example.net,Formal Shoe
1910,include,Men's Accessories,68.51,155,Barnes-Bell,kmartinez@example.org,Bracelet
4703,argue,Women's Clothing,51.86,144,"Shah, Erickson and Whitaker",megan30@example.com,Shoes
9005,eye,Women's Accessories,66.86,100,"Collins, Collins and Spencer",jnelson@example.com,Pant & shirt
2666,road,Women's Clothing,62.61,46,Rivera-Weeks,solsen@example.com,Wrist Watch
4481,live,Women's Accessories,75.44,166,Parker LLC,jasonbanks@example.com,Pant & shirt
7612,myself,Men's Accessories,47.73,176,Snyder LLC,shannonbutler@example.com,Formal Shoe
4415,red,Men's Shoes,94.08,131,Murray-Bell,vparrish@example.com,Shoes
4575,walk,Women's Shoes,69.9,16,Brown Ltd,pstewart@example.net,Wrist Watch
2328,staff,Men's Shoes,17.55,171,"Arnold, Dunn and Daniels",paulaustin@example.org,Shoes
3325,want,Men's Clothing,18.88,156,Miller-Rodriguez,jessebutler@example.com,Leggins
9846,little,Women's Clothing,27.92,15,Dougherty Ltd,yhuffman@example.org,Bracelet
7241,family,Women's Clothing,30.48,172,"Flynn, Johnson and Hanson",qmatthews@example.com,Leggins
9427,rock,Men's Shoes,43.08,94,Allison LLC,ysmith@example.org,Formal Shoe
6312,on,Women's Shoes,38.99,66,Franklin-Ochoa,benjaminrivas@example.com,Shoes
4519,parent,Men's Accessories,25.67,133,Costa PLC,gjackson@example.net,Leggins
8829,quite,Women's Accessories,23.96,67,Prince PLC,parksmolly@example.org,Bracelet
9395,happen,Men's Accessories,21.53,194,"Bailey, Graham and Walker",turnertimothy@example.com,Leggins
6992,worker,Men's Accessories,21.25,163,"Zhang, Smith and Alvarado",johnsonkara@example.com,Pant & shirt
6831,professor,Women's Accessories,34.28,17,Kim and Sons,jonathanmiranda@example.net,Shoes
9698,single,Men's Shoes,34.35,102,"Peters, Lane and Ruiz",karen00@example.com,Bracelet
8891,hot,Women's Accessories,58.95,199,"Mcfarland, Stanton and Walls",serranokerry@example.org,Formal Shoe
4215,small,Men's Accessories,82.94,148,Decker and Sons,qsloan@example.org,Bracelet
2841,century,Men's Shoes,43.32,29,"Hicks, Haley and Olson",jessica74@example.org,Leggins
5023,politics,Men's Clothing,95.7,21,Mcdaniel Ltd,ksosa@example.net,Pant & shirt
3734,radio,Women's Clothing,47.13,57,Shaw-Williams,michael90@example.net,Wrist Watch
6420,be,Women's Accessories,35.48,52,"Lindsey, Miller and Ford",stevenssamantha@example.net,Formal Shoe
9337,upon,Women's Accessories,88.62,124,Howard and Sons,omurphy@example.org,Wrist Watch
9938,director,Women's Clothing,89.95,159,Sanchez-Zuniga,greenbrian@example.com,Wrist Watch
1654,step,Women's Shoes,17.98,124,"Harrison, Ayers and Christian",jenningsabigail@example.net,Formal Shoe
7498,your,Women's Clothing,58.91,199,Nelson-Meza,fthompson@example.com,Shoes
7469,us,Men's Accessories,28.36,52,Baker-Cherry,jennifer17@example.net,Wrist Watch
8920,arrive,Men's Accessories,22.42,173,Estes-Solomon,michael23@example.net,Shoes
2570,now,Women's Clothing,63.16,198,"Sanders, Walker and Smith",ryoung@example.net,Formal Shoe
8660,study,Men's Accessories,54.27,179,Cooper-Holder,vanessa48@example.com,Formal Shoe
6231,return,Women's Accessories,79.15,88,Bell-Ortega,fwolf@example.com,Leggins
3147,attention,Men's Clothing,70.36,74,Jones LLC,sreyes@example.net,Shoes
6447,race,Men's Shoes,81.18,34,"Green, Vargas and Blankenship",robertsondavid@example.org,Wrist Watch
7499,chair,Men's Clothing,90.26,99,Castillo LLC,vegajohn@example.com,Bracelet
1395,product,Men's Shoes,74.13,123,Coleman Inc,sara44@example.net,Shoes
5356,we,Women's Accessories,34.72,70,"Hopkins, Carlson and Allen",edavis@example.org,Leggins
2359,find,Women's Shoes,36.16,17,Velasquez-Elliott,jonathan01@example.net,Leggins
2588,standard,Men's Clothing,57.54,173,"Gonzales, Shaw and King",meganbailey@example.com,Shoes
1714,cell,Men's Clothing,14.45,73,Nunez Inc,taylormichelle@example.com,Bracelet
5701,black,Men's Accessories,46.7,152,Pierce Group,jasonpadilla@example.net,Wrist Watch
1947,investment,Men's Clothing,62.59,134,Ramirez PLC,xavier52@example.com,Leggins
2641,seem,Men's Clothing,30.49,72,Figueroa and Sons,lhill@example.org,Bracelet
6382,space,Men's Clothing,96.59,57,Hughes-Wallace,sbrown@example.net,Leggins
5644,fly,Women's Accessories,15.21,62,Vaughan-Irwin,mcdowelljessica@example.net,Leggins
5864,speech,Men's Clothing,39.35,55,"Dixon, Hensley and Davis",amy98@example.net,Formal Shoe
9996,story,Women's Accessories,31.25,29,Pham-Martinez,zterry@example.org,Formal Shoe
5359,could,Women's Clothing,98.31,188,"Sanchez, Lynch and Sheppard",edwardroman@example.com,Shoes
4246,start,Men's Shoes,16.27,61,Wilson Inc,mbailey@example.org,Shoes
2408,admit,Men's Shoes,39.41,118,"Ray, Gross and Johnson",joshuamayer@example.net,Shoes
4886,money,Men's Clothing,60.15,34,Greene-Jenkins,stephanie85@example.org,Bracelet
8748,price,Women's Shoes,22.69,199,Franco-Hopkins,gutierrezjessica@example.org,Shoes
3773,education,Men's Accessories,58.38,189,Gonzalez-Lopez,jpierce@example.org,Pant & shirt
6447,local,Men's Accessories,97.71,116,"Duffy, Allen and Rodriguez",elucas@example.net,Pant & shirt
6438,can,Men's Clothing,60.33,69,Serrano LLC,jrodgers@example.net,Wrist Watch
4824,condition,Women's Accessories,99.12,171,Montgomery Group,fcrane@example.net,Pant & shirt
8545,stand,Men's Shoes,17.83,118,Schneider-Brewer,bharper@example.net,Wrist Watch
8661,personal,Women's Clothing,49.6,188,"Weaver, Burton and Sanchez",wkeith@example.net,Formal Shoe
3677,time,Men's Shoes,40.54,22,Jackson-Sherman,phillip00@example.net,Wrist Watch
5001,I,Women's Accessories,62.15,194,Duffy-Wright,brian74@example.com,Leggins
8081,lot,Men's Shoes,46.57,41,"Valenzuela, Hamilton and Garrett",slloyd@example.org,Leggins
8645,also,Women's Shoes,95.83,69,Jones-Walker,scruz@example.net,Leggins
5353,act,Women's Accessories,23.36,134,Scott-Patterson,jmendoza@example.net,Pant & shirt
5454,point,Men's Accessories,78.11,99,Davis-Foster,rhonda88@example.org,Bracelet
2733,anything,Women's Shoes,37.74,30,Harding-Peterson,christopherpatterson@example.net,Pant & shirt
7287,free,Women's Clothing,20.92,173,Johnson LLC,aaronmiddleton@example.org,Leggins
8896,painting,Men's Clothing,27.98,185,Walsh Inc,mcconnelldustin@example.net,Wrist Watch
8747,over,Men's Clothing,79.05,33,Drake and Sons,briancarey@example.org,Leggins
7501,near,Women's Accessories,41,37,"Weaver, Owens and Rosales",gkelley@example.org,Formal Shoe
5473,not,Men's Accessories,84.2,15,Roberts LLC,davisronald@example.com,Shoes
7364,skill,Men's Accessories,78.28,67,Johnson-Moore,millerteresa@example.com,Wrist Watch
6961,it,Women's Shoes,11.55,100,Lindsey-Wang,padillasandra@example.net,Bracelet
3486,machine,Women's Accessories,74.55,30,"Kane, Mendez and Flynn",seancrawford@example.com,Formal Shoe
1822,fly,Women's Shoes,86.56,189,"Jackson, Brown and Carter",bellerik@example.com,Pant & shirt
1163,shake,Men's Accessories,65.59,105,Edwards-Lane,jrocha@example.com,Formal Shoe
8352,health,Women's Clothing,30.48,99,"Williams, Wells and Nelson",susanlucero@example.com,Shoes
2815,ago,Men's Clothing,36.29,60,"Wright, Daniel and Henry",vernon33@example.org,Bracelet
7951,world,Men's Accessories,82.16,157,Campbell LLC,montgomerycarl@example.net,Leggins
2934,before,Women's Accessories,16.92,25,Martin-Blake,mrobinson@example.net,Shoes
9532,at,Women's Accessories,47.44,30,Perry Group,paul48@example.com,Leggins
3844,point,Men's Clothing,40.12,119,"Williams, Hardy and Mcintosh",rsanchez@example.net,Shoes
2766,indicate,Men's Shoes,45.34,185,Sherman-Wilson,amandawilson@example.net,Bracelet
7007,box,Men's Accessories,47.11,132,"Lee, Baker and Collins",jessica59@example.net,Wrist Watch
7525,avoid,Women's Accessories,17.89,160,"Atkins, Guzman and Grant",xmurphy@example.net,Bracelet
7337,strong,Women's Shoes,38.13,122,Williams-Cross,robinwarner@example.net,Shoes
7698,picture,Women's Accessories,40.15,88,"Graves, King and Diaz",lauraanderson@example.com,Wrist Watch
1017,politics,Women's Shoes,32.69,169,Larson-Clark,nbenson@example.com,Wrist Watch
2113,loss,Men's Clothing,93.75,170,Ramirez-Wolfe,scotthayes@example.org,Shoes
2030,result,Women's Accessories,77.3,181,Vaughan-Luna,bonillajessica@example.com,Bracelet
7675,piece,Women's Shoes,98.35,116,Harris Inc,xortiz@example.net,Pant & shirt
9320,identify,Men's Accessories,14.9,81,"Young, Smith and Brooks",johndavis@example.org,Bracelet
2081,situation,Women's Accessories,46.47,130,Smith-Thomas,james33@example.org,Leggins
5229,old,Men's Accessories,85.25,38,Moore-Knapp,gcoleman@example.com,Formal Shoe
7440,game,Women's Accessories,64.59,191,Brown Inc,jennifer41@example.net,Bracelet
4993,opportunity,Women's Clothing,46.61,108,Anderson-James,andreadavis@example.com,Shoes
6029,amount,Men's Shoes,78,114,Clark-Escobar,fwalker@example.net,Leggins
8016,operation,Women's Accessories,72.07,94,"Dunn, Luna and Anderson",brian73@example.org,Pant & shirt
2429,style,Women's Clothing,27.71,139,Johnson Inc,bradleychavez@example.net,Formal Shoe
9193,contain,Men's Clothing,29.98,94,"Zimmerman, Miller and Meadows",lindsaymcdaniel@example.net,Wrist Watch
8160,give,Men's Clothing,85.91,49,Taylor-Owens,angelicacampbell@example.net,Formal Shoe
6453,page,Women's Clothing,78.58,59,Weeks-Whitaker,ramirezchristopher@example.org,Wrist Watch
8246,marriage,Men's Shoes,84.06,67,"Cantrell, Hunter and Lopez",thomashaley@example.net,Pant & shirt
8095,total,Men's Accessories,68.49,82,"Miller, Barrett and Collins",ubowen@example.net,Bracelet
2229,well,Women's Clothing,11.08,56,Fields Group,kaitlynanderson@example.net,Formal Shoe
8622,mean,Women's Clothing,73.51,129,Lopez-Snow,jeremy03@example.org,Wrist Watch
9613,wish,Men's Clothing,91.45,195,"Summers, Mendoza and Padilla",kevincrawford@example.org,Pant & shirt
4749,people,Men's Clothing,95.08,171,James-Thomas,greentommy@example.org,Wrist Watch
5962,popular,Women's Accessories,84.94,15,Lopez-Delgado,earlhaynes@example.org,Formal Shoe
6279,health,Women's Shoes,99.83,187,Davis and Sons,deverett@example.com,Pant & shirt
7080,administration,Women's Accessories,34.04,122,"Maynard, Knight and French",ashleyhorton@example.org,Wrist Watch
9038,budget,Men's Accessories,56.01,58,Luna Ltd,burnettrachel@example.com,Pant & shirt
8836,discuss,Women's Clothing,21.66,123,"Hall, Reid and Henderson",richard70@example.com,Formal Shoe
4202,early,Men's Shoes,24.12,127,Glass-King,jonathan23@example.com,Wrist Watch
6971,seem,Men's Accessories,96.68,113,"Johnson, Bailey and Craig",wilsonsara@example.net,Shoes
6857,point,Men's Clothing,99.42,106,Maxwell PLC,sandra82@example.com,Pant & shirt
6428,lose,Women's Accessories,56.6,146,"Jones, Torres and Kennedy",dwang@example.com,Pant & shirt
9354,learn,Men's Accessories,77.68,87,Graves-Bowman,jessicakemp@example.org,Formal Shoe
7066,fish,Women's Accessories,45.39,195,Grant PLC,mstafford@example.org,Formal Shoe
4094,trial,Men's Clothing,38.55,197,Gordon and Sons,amy53@example.org,Formal Shoe
6477,our,Women's Accessories,73.14,62,Richards-Watts,rachel24@example.com,Bracelet
9784,chance,Women's Shoes,12.28,48,Barnes Ltd,victor46@example.com,Shoes
5349,focus,Men's Shoes,29.81,93,"Valdez, Rose and Snyder",qharris@example.com,Leggins
3704,expert,Men's Clothing,77.21,142,Carson-Gaines,powerschristine@example.com,Wrist Watch
9658,machine,Women's Shoes,28.99,147,Elliott-Parrish,russellrobert@example.com,Pant & shirt
7409,vote,Women's Accessories,23.91,162,Carter Ltd,debrajohnson@example.com,Leggins
1099,film,Women's Clothing,57.18,63,Warren-Thomas,wgates@example.org,Pant & shirt
7820,interest,Men's Accessories,39.04,156,Gomez PLC,jreynolds@example.com,Formal Shoe
5614,party,Women's Clothing,62.52,126,"Brooks, Mitchell and White",rebeccataylor@example.com,Wrist Watch
3499,treatment,Women's Accessories,88.8,129,"Jones, Thompson and Dunn",jbates@example.org,Pant & shirt
5893,yes,Women's Accessories,40.96,27,Dyer and Sons,parkerdiana@example.net,Formal Shoe
3431,drug,Men's Clothing,18.78,177,King-Howard,emily69@example.com,Pant & shirt
7556,meet,Women's Clothing,65.12,98,Moore Inc,grace81@example.com,Leggins
6175,kind,Women's Shoes,28.17,41,Jordan-Cook,doughertypaula@example.com,Shoes
8286,why,Women's Shoes,67.89,88,Macdonald-Villanueva,joann64@example.net,Leggins
2281,then,Men's Accessories,46.37,78,"Wilcox, Erickson and Griffin",melissa70@example.net,Formal Shoe
6688,all,Women's Shoes,32.73,172,Novak-Wiley,reginald89@example.org,Wrist Watch
9690,poor,Men's Shoes,95.43,158,Campbell-Ball,wlevine@example.org,Shoes
1880,they,Women's Clothing,24.19,127,Lynn PLC,meghan30@example.org,Formal Shoe
1655,short,Women's Accessories,37.17,30,Smith LLC,andersonandrew@example.net,Pant & shirt
6298,activity,Men's Clothing,68.73,51,"Sexton, Johnson and Duncan",elizabethblake@example.net,Leggins
8178,professional,Men's Accessories,32.03,125,"Rubio, Simpson and Thompson",austin60@example.net,Pant & shirt
9237,short,Women's Shoes,94.91,34,Williams-Stone,matthew98@example.com,Bracelet
8737,money,Men's Accessories,52.09,109,Watts-Hurst,nathantucker@example.com,Leggins
7888,final,Women's Accessories,99.55,182,"Hendricks, Johnson and Williams",richardpoole@example.com,Formal Shoe
7118,air,Women's Accessories,11.44,98,"Calhoun, White and Frye",wgonzalez@example.com,Pant & shirt
3091,first,Women's Shoes,13.81,148,Young Ltd,curtis55@example.com,Wrist Watch
6171,study,Women's Accessories,34.12,166,"Howard, Barnett and Wood",pennysimmons@example.com,Formal Shoe
4442,but,Men's Accessories,72.41,55,"Daugherty, Walter and Lane",austinduncan@example.com,Bracelet
1042,thank,Women's Accessories,42.71,84,"Beck, Jordan and Brown",dunlapalice@example.org,Formal Shoe
8925,power,Men's Shoes,54.31,61,"Williams, Guerra and Novak",amymoreno@example.com,Pant & shirt
6839,director,Men's Shoes,98.7,139,"Cruz, Walker and Scott",jasmine70@example.net,Formal Shoe
9752,carry,Women's Accessories,42.12,113,Hall-Khan,ncruz@example.com,Pant & shirt
5460,heavy,Women's Clothing,18.7,148,Hamilton LLC,jeffrey17@example.com,Wrist Watch
6742,door,Men's Shoes,45.83,39,Leonard Group,adriennecook@example.org,Leggins
9282,his,Women's Shoes,78.08,165,"Young, Carter and Hurst",danielsanchez@example.com,Formal Shoe
4094,modern,Men's Clothing,55.17,144,Scott PLC,gnixon@example.com,Pant & shirt
1783,month,Men's Shoes,53.37,147,Taylor-Silva,adrianhall@example.com,Bracelet
4826,mouth,Men's Shoes,63.22,108,Rice Ltd,campbellmatthew@example.net,Wrist Watch
8516,especially,Women's Clothing,62.21,38,Taylor Ltd,cdixon@example.com,Bracelet
6842,perform,Women's Accessories,54.37,137,"Kelly, Leonard and Stevens",greenapril@example.org,Formal Shoe
3561,top,Women's Clothing,26.29,161,"Shah, Davenport and Garcia",veronica03@example.com,Shoes
2685,huge,Men's Accessories,97.57,113,Banks-Riley,boydapril@example.net,Bracelet
6283,last,Women's Accessories,76.03,66,"Bauer, Galloway and Phillips",dana77@example.org,Pant & shirt
9720,nothing,Men's Shoes,61.86,80,Herman and Sons,delgadomelanie@example.net,Bracelet
6467,wonder,Women's Shoes,38.14,71,Sawyer LLC,melissa84@example.net,Wrist Watch
5306,ask,Men's Clothing,33.12,177,Gonzalez PLC,carl18@example.net,Shoes
5534,second,Men's Accessories,84.46,122,Miller Inc,tmartinez@example.net,Shoes
3335,thing,Men's Accessories,39.87,149,Vazquez Group,schneidermark@example.com,Bracelet
6520,name,Men's Clothing,72.42,108,"Gonzalez, Johnson and Rivas",lbass@example.org,Shoes
5835,good,Women's Clothing,94.97,52,Zimmerman-Curtis,jeffreystanley@example.com,Pant & shirt
9576,huge,Women's Clothing,39.14,177,Holt Group,sharon95@example.com,Pant & shirt
2792,take,Women's Clothing,27.36,50,Logan PLC,harriscynthia@example.org,Wrist Watch
9582,full,Women's Accessories,14.11,65,Smith-Blankenship,angelamiller@example.org,Leggins
4457,health,Men's Accessories,79,39,"Hughes, Jones and Montgomery",qle@example.com,Wrist Watch
9569,much,Women's Accessories,13.59,104,Martinez-Roberts,michaelrobinson@example.net,Shoes
7067,within,Men's Accessories,18.81,82,Avila PLC,xowens@example.org,Bracelet
2156,medical,Men's Accessories,77.52,18,"Charles, West and Wolfe",ldavis@example.net,Bracelet
7120,bring,Men's Clothing,52.65,150,"Harris, Mcintosh and Hogan",sara90@example.net,Pant & shirt
8073,strong,Women's Clothing,41.37,122,Bradley-Holden,bairdjorge@example.org,Leggins
3523,about,Women's Shoes,92.32,26,Harvey-Tyler,pmurphy@example.com,Formal Shoe
6956,term,Men's Shoes,47.34,126,Crawford and Sons,hparker@example.net,Pant & shirt
3864,she,Women's Accessories,27.54,149,"Martin, Smith and Hanna",njames@example.com,Leggins
